#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
CHUK	ankrd10	31033.ENSTRUP00000022821	31033.ENSTRUP00000025231	0	0	0	0	0	0.267	0.243	0.052	0.428
CHUK	ankrd44	31033.ENSTRUP00000022821	31033.ENSTRUP00000039468	0	0	0	0	0	0.267	0.243	0.052	0.428
CHUK	ENSTRUP00000039985	31033.ENSTRUP00000022821	31033.ENSTRUP00000039985	0	0	0	0	0	0.267	0.243	0.067	0.437
CHUK	ENSTRUP00000030091	31033.ENSTRUP00000022821	31033.ENSTRUP00000030091	0	0	0	0	0	0.336	0	0.292	0.509
CHUK	ube2i	31033.ENSTRUP00000022821	31033.ENSTRUP00000040080	0	0	0	0	0	0.113	0.445	0.120	0.528
CHUK	ENSTRUP00000033103	31033.ENSTRUP00000022821	31033.ENSTRUP00000033103	0	0	0	0	0	0.380	0	0.293	0.542
CHUK	ENSTRUP00000038628	31033.ENSTRUP00000022821	31033.ENSTRUP00000038628	0	0	0	0.555	0	0.079	0.603	0.195	0.645
CHUK	IL1R1	31033.ENSTRUP00000022821	31033.ENSTRUP00000039297	0	0	0	0	0	0.082	0.603	0.316	0.728
CHUK	MAP3K14	31033.ENSTRUP00000022821	31033.ENSTRUP00000036335	0	0	0	0	0.063	0.681	0.917	0.430	0.984
CLRN3	foxi2	31033.ENSTRUP00000016418	31033.ENSTRUP00000016466	0	0	0	0	0	0	0	0.532	0.532
CMA1	ace	31033.ENSTRUP00000003184	31033.ENSTRUP00000042104	0	0	0	0	0.050	0.044	0	0.474	0.480
CMA1	LOC101078065	31033.ENSTRUP00000003184	31033.ENSTRUP00000017200	0	0	0	0	0.050	0.155	0.177	0.325	0.494
CMA1	f5	31033.ENSTRUP00000003184	31033.ENSTRUP00000036858	0	0	0	0	0	0.344	0.241	0.169	0.550
CMA1	casp7	31033.ENSTRUP00000003184	31033.ENSTRUP00000031759	0	0	0	0	0	0.230	0.701	0.241	0.809
COMTD1 (1 of many)	VDAC2 (1 of many)	31033.ENSTRUP00000035143	31033.ENSTRUP00000034955	0	0	0	0	0	0	0	0.529	0.529
CPXM2	ttll4	31033.ENSTRUP00000025571	31033.ENSTRUP00000019749	0	0	0	0	0	0	0	0.467	0.467
CTBP2	hdac4	31033.ENSTRUP00000023726	31033.ENSTRUP00000012899	0	0	0	0	0	0.140	0.286	0.168	0.444
CTBP2	SUMO3	31033.ENSTRUP00000023726	31033.ENSTRUP00000022408	0	0	0	0	0.061	0.048	0.460	0.077	0.494
CTBP2	LOC101065727	31033.ENSTRUP00000023726	31033.ENSTRUP00000022548	0	0	0	0	0	0	0.361	0.146	0.430
CTBP2	clybl	31033.ENSTRUP00000023726	31033.ENSTRUP00000029547	0.189	0	0	0	0	0	0.305	0	0.412
CTBP2	rpe	31033.ENSTRUP00000023726	31033.ENSTRUP00000027085	0.179	0	0	0	0.081	0	0.272	0.076	0.424
CTBP2	pou2f1	31033.ENSTRUP00000023726	31033.ENSTRUP00000032463	0	0	0	0	0.060	0.155	0	0.469	0.541
CTBP2	klf12	31033.ENSTRUP00000023726	31033.ENSTRUP00000028280	0	0	0	0	0	0.265	0	0.415	0.551
CTBP2	ube2i	31033.ENSTRUP00000023726	31033.ENSTRUP00000040080	0	0	0	0	0.061	0.160	0.509	0.223	0.658
CTBP2	maob	31033.ENSTRUP00000023726	31033.ENSTRUP00000035302	0.042	0	0	0	0.050	0.271	0.454	0.214	0.663
CTBP2	tcf7l2	31033.ENSTRUP00000023726	31033.ENSTRUP00000031774	0	0	0	0	0.060	0.155	0.481	0.524	0.777
CXCR1	LOC778000	31033.ENSTRUP00000012458	31033.ENSTRUP00000008018	0	0	0	0.840	0	0	0.800	0	0.800
CXCR1	ITGAX	31033.ENSTRUP00000012458	31033.ENSTRUP00000024263	0	0	0	0	0.062	0	0.136	0.399	0.470
CXCR1	cxcr4	31033.ENSTRUP00000012458	31033.ENSTRUP00000022640	0	0	0	0.813	0.058	0	0.476	0.848	0.566
DHX8	ifih1	31033.ENSTRUP00000009629	31033.ENSTRUP00000003254	0	0	0	0	0.067	0.057	0	0.399	0.425
DHX8	wdr3	31033.ENSTRUP00000009629	31033.ENSTRUP00000006345	0	0	0	0	0.273	0.159	0.221	0.068	0.496
DHX8	heatr1	31033.ENSTRUP00000009629	31033.ENSTRUP00000007592	0	0	0	0	0.210	0.161	0.221	0.084	0.463
DHX8	phf5a	31033.ENSTRUP00000009629	31033.ENSTRUP00000043602	0	0	0	0	0.061	0.281	0.221	0.097	0.461
DHX8	dhx32	31033.ENSTRUP00000009629	31033.ENSTRUP00000022062	0	0	0.461	0.808	0.191	0.330	0	0.232	0.502
DHX8	prpf40a	31033.ENSTRUP00000009629	31033.ENSTRUP00000019450	0	0	0	0	0.151	0.276	0	0.399	0.598
DHX8	ddx18	31033.ENSTRUP00000009629	31033.ENSTRUP00000013654	0	0	0	0	0.137	0.154	0.139	0.554	0.682
DHX8	UTP14A	31033.ENSTRUP00000009629	31033.ENSTRUP00000036496	0	0	0	0	0.209	0.398	0.221	0.256	0.687
DHX8	sf3b1	31033.ENSTRUP00000009629	31033.ENSTRUP00000039721	0	0	0	0	0.153	0.335	0.220	0.473	0.737
DOC2A	KCNJ3	31033.ENSTRUP00000019361	31033.ENSTRUP00000018657	0	0	0	0	0	0	0	0.522	0.522
DOC2A	stx4	31033.ENSTRUP00000019361	31033.ENSTRUP00000028564	0	0	0	0	0.049	0.077	0	0.409	0.435
DOC2A	LMF1	31033.ENSTRUP00000019361	31033.ENSTRUP00000043973	0	0	0	0	0	0	0	0.523	0.523
DOC2A	LOC101070492	31033.ENSTRUP00000019361	31033.ENSTRUP00000020852	0	0	0	0	0	0	0	0.601	0.601
DOC2A	ENSTRUP00000020328	31033.ENSTRUP00000019361	31033.ENSTRUP00000020328	0	0	0	0	0	0	0	0.690	0.690
DPP10	ormdl3	31033.ENSTRUP00000015232	31033.ENSTRUP00000008751	0	0	0	0	0	0	0	0.470	0.470
DYNLT3	LOC101061845	31033.ENSTRUP00000028965	31033.ENSTRUP00000026460	0	0	0	0	0.063	0.042	0	0.464	0.476
DYNLT3	bub3	31033.ENSTRUP00000028965	31033.ENSTRUP00000026550	0	0	0	0	0	0.384	0	0.714	0.816
DYNLT3	LOC101078512	31033.ENSTRUP00000028965	31033.ENSTRUP00000027959	0	0	0	0	0	0	0.468	0.161	0.534
DYNLT3	LANCL3	31033.ENSTRUP00000028965	31033.ENSTRUP00000028713	0	0	0	0	0.063	0	0	0.525	0.535
DYNLT3	LOC101066022	31033.ENSTRUP00000028965	31033.ENSTRUP00000045548	0	0	0	0	0.063	0.467	0	0.525	0.742
EN1	ENSTRUP00000011228	31033.ENSTRUP00000036657	31033.ENSTRUP00000011228	0	0	0	0	0.057	0.074	0	0.388	0.419
EN1	nr4a2	31033.ENSTRUP00000036657	31033.ENSTRUP00000018382	0	0	0	0	0	0	0	0.578	0.578
EN1	LOC101066924	31033.ENSTRUP00000036657	31033.ENSTRUP00000023618	0	0	0	0	0	0	0	0.525	0.525
EN1	hoxd9a	31033.ENSTRUP00000036657	31033.ENSTRUP00000044915	0	0	0	0.632	0.091	0.329	0	0.204	0.403
ENSTRUP00000001318	GALNT3	31033.ENSTRUP00000001318	31033.ENSTRUP00000000935	0	0	0	0	0	0	0	0.489	0.489
ENSTRUP00000001318	scn4aa	31033.ENSTRUP00000001318	31033.ENSTRUP00000005483	0	0	0	0.955	0	0.317	0.203	0.601	0.447
ENSTRUP00000001318	fgf14	31033.ENSTRUP00000001318	31033.ENSTRUP00000031585	0	0	0	0	0.062	0.153	0	0.399	0.480
ENSTRUP00000005637	pou2f1	31033.ENSTRUP00000005637	31033.ENSTRUP00000032463	0	0	0	0	0	0.162	0	0.327	0.411
ENSTRUP00000005637	ahr1a	31033.ENSTRUP00000005637	31033.ENSTRUP00000022580	0	0	0	0	0	0	0	0.523	0.523
ENSTRUP00000008992	itga4	31033.ENSTRUP00000008992	31033.ENSTRUP00000035850	0	0	0	0	0	0.068	0.435	0.052	0.457
ENSTRUP00000009941	uggt2	31033.ENSTRUP00000009941	31033.ENSTRUP00000005873	0	0	0	0	0	0	0	0.751	0.751
ENSTRUP00000010338	fam20c2	31033.ENSTRUP00000010338	31033.ENSTRUP00000043193	0	0	0	0	0.060	0.080	0.371	0	0.408
ENSTRUP00000010338	LOC101062743	31033.ENSTRUP00000010338	31033.ENSTRUP00000034611	0	0	0	0	0	0.084	0	0.470	0.493
ENSTRUP00000010983	cep55	31033.ENSTRUP00000010983	31033.ENSTRUP00000027582	0	0	0	0	0.275	0.143	0	0.533	0.684
ENSTRUP00000011228	slc12a8	31033.ENSTRUP00000011228	31033.ENSTRUP00000015312	0	0	0	0	0	0.064	0.172	0.399	0.493
ENSTRUP00000011228	klf12	31033.ENSTRUP00000011228	31033.ENSTRUP00000028280	0	0	0	0	0	0.064	0.172	0.471	0.554
ENSTRUP00000011570	wnt10a	31033.ENSTRUP00000011570	31033.ENSTRUP00000007625	0	0	0	0	0.060	0.216	0.251	0.084	0.426
ENSTRUP00000011570	LOC101069649	31033.ENSTRUP00000011570	31033.ENSTRUP00000008364	0	0	0	0	0.060	0.216	0.251	0.084	0.426
ENSTRUP00000011570	col4a1	31033.ENSTRUP00000011570	31033.ENSTRUP00000015804	0	0	0	0.577	0.063	0	0.312	0.326	0.412
ENSTRUP00000011570	itga4	31033.ENSTRUP00000011570	31033.ENSTRUP00000035850	0	0	0	0	0	0.080	0.330	0.126	0.414
ENSTRUP00000011570	ITGBL1	31033.ENSTRUP00000011570	31033.ENSTRUP00000031299	0	0	0	0	0.065	0.133	0.329	0.087	0.436
ENSTRUP00000011570	itgb5	31033.ENSTRUP00000011570	31033.ENSTRUP00000040474	0	0	0	0	0.065	0.133	0.329	0.086	0.436
ENSTRUP00000011570	ENSTRUP00000019348	31033.ENSTRUP00000011570	31033.ENSTRUP00000019348	0	0	0	0.566	0.081	0	0.467	0.257	0.539
ENSTRUP00000011570	itgb3	31033.ENSTRUP00000011570	31033.ENSTRUP00000033928	0	0	0	0	0.065	0.133	0.439	0.120	0.546
ENSTRUP00000012879	chaf1b	31033.ENSTRUP00000012879	31033.ENSTRUP00000030547	0	0	0	0	0.118	0	0	0.458	0.501
ENSTRUP00000013397	gsk3b	31033.ENSTRUP00000013397	31033.ENSTRUP00000005296	0	0	0	0	0	0.365	0.138	0.131	0.482
ENSTRUP00000013397	wdr45b	31033.ENSTRUP00000013397	31033.ENSTRUP00000008582	0	0	0	0	0.107	0	0	0.494	0.528
ENSTRUP00000013397	SPEG	31033.ENSTRUP00000013397	31033.ENSTRUP00000008607	0	0	0	0	0.061	0.360	0	0.496	0.670
ENSTRUP00000013397	chmp2b	31033.ENSTRUP00000013397	31033.ENSTRUP00000009368	0	0	0	0	0.060	0.272	0	0.250	0.441
ENSTRUP00000013397	hdac4	31033.ENSTRUP00000013397	31033.ENSTRUP00000012899	0	0	0	0	0.050	0.164	0	0.378	0.463
ENSTRUP00000013397	SIK1	31033.ENSTRUP00000013397	31033.ENSTRUP00000025339	0	0	0	0	0.062	0.146	0.312	0.041	0.400
ENSTRUP00000013397	VDAC2 (1 of many)	31033.ENSTRUP00000013397	31033.ENSTRUP00000034955	0	0	0	0	0	0	0.334	0.145	0.406
ENSTRUP00000013397	MAP3K14	31033.ENSTRUP00000013397	31033.ENSTRUP00000036335	0	0	0	0	0.061	0.136	0.438	0.139	0.554
ENSTRUP00000013397	stub1	31033.ENSTRUP00000013397	31033.ENSTRUP00000037854	0	0	0	0	0	0.354	0	0.363	0.570
ENSTRUP00000013397	ENSTRUP00000030091	31033.ENSTRUP00000013397	31033.ENSTRUP00000030091	0	0	0	0	0	0.069	0	0.645	0.655
ENSTRUP00000013397	cep55	31033.ENSTRUP00000013397	31033.ENSTRUP00000027582	0	0	0	0	0	0.134	0	0.641	0.675
ENSTRUP00000013397	atg6	31033.ENSTRUP00000013397	31033.ENSTRUP00000034988	0	0	0	0	0.059	0.069	0	0.746	0.758
ENSTRUP00000014294	PTS	31033.ENSTRUP00000014294	31033.ENSTRUP00000044069	0	0	0	0	0	0	0	0.515	0.515
ENSTRUP00000014294	LOC101073575	31033.ENSTRUP00000014294	31033.ENSTRUP00000043883	0	0	0	0	0.056	0.269	0.285	0.172	0.536
ENSTRUP00000014294	ENSTRUP00000027154	31033.ENSTRUP00000014294	31033.ENSTRUP00000027154	0	0	0	0	0	0.268	0.607	0.097	0.717
ENSTRUP00000016069	vcl	31033.ENSTRUP00000016069	31033.ENSTRUP00000033393	0	0	0	0	0.060	0.210	0.293	0	0.429
ENSTRUP00000016512	ENSTRUP00000043900	31033.ENSTRUP00000016512	31033.ENSTRUP00000043900	0	0	0	0	0.060	0	0	0.405	0.416
ENSTRUP00000016512	ENSTRUP00000023164	31033.ENSTRUP00000016512	31033.ENSTRUP00000023164	0	0	0	0	0.050	0.271	0.191	0.084	0.418
ENSTRUP00000016512	rac1	31033.ENSTRUP00000016512	31033.ENSTRUP00000042931	0	0	0	0	0.061	0.329	0.331	0.097	0.568
ENSTRUP00000017085	gsk3b	31033.ENSTRUP00000017085	31033.ENSTRUP00000005296	0	0	0	0	0	0.142	0.325	0.158	0.469
ENSTRUP00000017085	LOC101069649	31033.ENSTRUP00000017085	31033.ENSTRUP00000008364	0	0	0	0	0.057	0.153	0.242	0.140	0.409
ENSTRUP00000017085	erbb4	31033.ENSTRUP00000017085	31033.ENSTRUP00000021302	0	0	0	0	0.062	0.201	0.250	0.063	0.402
ENSTRUP00000017085	LOC101066095	31033.ENSTRUP00000017085	31033.ENSTRUP00000034503	0	0	0	0	0.060	0	0.385	0.168	0.477
ENSTRUP00000017085	ITGAX	31033.ENSTRUP00000017085	31033.ENSTRUP00000024263	0	0	0	0	0.050	0	0.476	0.109	0.517
ENSTRUP00000017085	itgb3	31033.ENSTRUP00000017085	31033.ENSTRUP00000033928	0	0	0	0	0	0.071	0.493	0.120	0.549
ENSTRUP00000017085	itgb5	31033.ENSTRUP00000017085	31033.ENSTRUP00000040474	0	0	0	0	0.061	0.057	0.532	0.059	0.557
ENSTRUP00000017085	app	31033.ENSTRUP00000017085	31033.ENSTRUP00000027587	0	0	0	0	0.063	0.276	0.149	0.366	0.585
ENSTRUP00000019348	col5a2	31033.ENSTRUP00000019348	31033.ENSTRUP00000004810	0	0	0	0.559	0.321	0.053	0.534	0.556	0.751
ENSTRUP00000019348	col4a1	31033.ENSTRUP00000019348	31033.ENSTRUP00000015804	0	0	0	0.548	0.120	0.045	0.607	0.556	0.728
ENSTRUP00000019348	LOC101063107	31033.ENSTRUP00000019348	31033.ENSTRUP00000018625	0	0	0	0.559	0.125	0.053	0.344	0.276	0.472
ENSTRUP00000019348	fgf14	31033.ENSTRUP00000019348	31033.ENSTRUP00000031585	0	0	0	0	0	0.051	0	0.406	0.412
ENSTRUP00000019348	LOC101072897	31033.ENSTRUP00000019348	31033.ENSTRUP00000043871	0	0	0	0	0	0.105	0	0.373	0.414
ENSTRUP00000019348	itga4	31033.ENSTRUP00000019348	31033.ENSTRUP00000035850	0	0	0	0	0.055	0.049	0.330	0.173	0.435
ENSTRUP00000019348	ITGBL1	31033.ENSTRUP00000019348	31033.ENSTRUP00000031299	0	0	0	0	0.066	0.115	0.164	0.326	0.471
ENSTRUP00000019348	fgf21	31033.ENSTRUP00000019348	31033.ENSTRUP00000033950	0	0	0	0	0	0.051	0	0.529	0.533
ENSTRUP00000019348	itgb3	31033.ENSTRUP00000019348	31033.ENSTRUP00000033928	0	0	0	0	0.061	0.115	0.550	0.105	0.620
ENSTRUP00000019348	col4a2	31033.ENSTRUP00000019348	31033.ENSTRUP00000020270	0	0	0	0.549	0.120	0.045	0.617	0.526	0.729
ENSTRUP00000019348	LOC101062524	31033.ENSTRUP00000019348	31033.ENSTRUP00000027681	0	0	0	0.631	0.676	0	0.550	0.747	0.889
ENSTRUP00000020328	LOC101070492	31033.ENSTRUP00000020328	31033.ENSTRUP00000020852	0	0	0	0	0	0	0	0.811	0.811
ENSTRUP00000020710	pde6c	31033.ENSTRUP00000020710	31033.ENSTRUP00000025302	0	0	0	0	0.113	0.145	0.777	0.093	0.826
ENSTRUP00000020822	OLA1	31033.ENSTRUP00000020822	31033.ENSTRUP00000045153	0.096	0	0	0	0	0.372	0	0	0.408
ENSTRUP00000020822	adk	31033.ENSTRUP00000020822	31033.ENSTRUP00000033655	0.090	0	0	0	0.063	0.155	0	0.296	0.424
ENSTRUP00000020822	LOC101070644	31033.ENSTRUP00000020822	31033.ENSTRUP00000025831	0.053	0	0	0	0.065	0	0.335	0.330	0.552
ENSTRUP00000020822	oat	31033.ENSTRUP00000020822	31033.ENSTRUP00000025089	0.075	0	0	0	0.063	0	0.412	0.327	0.611
ENSTRUP00000023164	SPEG	31033.ENSTRUP00000023164	31033.ENSTRUP00000008607	0	0	0	0	0	0.383	0.545	0.208	0.758
ENSTRUP00000023164	LOC101062452	31033.ENSTRUP00000023164	31033.ENSTRUP00000011498	0	0	0	0	0	0.119	0.495	0.087	0.558
ENSTRUP00000023164	baiap2	31033.ENSTRUP00000023164	31033.ENSTRUP00000014069	0	0	0	0	0	0.205	0.282	0.075	0.425
ENSTRUP00000023164	ENSTRUP00000027154	31033.ENSTRUP00000023164	31033.ENSTRUP00000027154	0	0	0	0	0	0.206	0.241	0.086	0.401
ENSTRUP00000023164	MAP3K14	31033.ENSTRUP00000023164	31033.ENSTRUP00000036335	0	0	0	0	0	0.155	0.270	0.120	0.409
ENSTRUP00000023164	LOC101073575	31033.ENSTRUP00000023164	31033.ENSTRUP00000043883	0	0	0	0	0.060	0.209	0.286	0.044	0.424
ENSTRUP00000023164	chn1	31033.ENSTRUP00000023164	31033.ENSTRUP00000045021	0	0	0	0	0.044	0.265	0.286	0.084	0.478
ENSTRUP00000023164	LOC101064301	31033.ENSTRUP00000023164	31033.ENSTRUP00000036975	0	0	0	0	0.059	0.154	0.347	0.120	0.481
ENSTRUP00000023266	slc38a11	31033.ENSTRUP00000023266	31033.ENSTRUP00000001882	0	0	0	0	0	0	0	0.731	0.731
ENSTRUP00000023266	OBSL1	31033.ENSTRUP00000023266	31033.ENSTRUP00000034187	0	0	0	0	0	0	0	0.624	0.624
ENSTRUP00000023770	uros	31033.ENSTRUP00000023770	31033.ENSTRUP00000023069	0	0	0	0	0	0	0	0.552	0.552
ENSTRUP00000023770	ndufa10	31033.ENSTRUP00000023770	31033.ENSTRUP00000023670	0	0	0	0	0.193	0	0	0.399	0.494
ENSTRUP00000023770	ENSTRUP00000036038	31033.ENSTRUP00000023770	31033.ENSTRUP00000036038	0	0	0	0	0	0	0	0.523	0.523
ENSTRUP00000023770	hao2	31033.ENSTRUP00000023770	31033.ENSTRUP00000041074	0	0	0	0	0	0	0.602	0.145	0.645
ENSTRUP00000023770	LOC101078739	31033.ENSTRUP00000023770	31033.ENSTRUP00000041825	0	0	0	0	0.085	0.331	0	0.623	0.749
ENSTRUP00000027154	LOC101064673	31033.ENSTRUP00000027154	31033.ENSTRUP00000006798	0	0	0	0.641	0.063	0.390	0.528	0.318	0.737
ENSTRUP00000027154	SPEG	31033.ENSTRUP00000027154	31033.ENSTRUP00000008607	0	0	0	0.549	0.060	0.377	0.481	0.142	0.685
ENSTRUP00000027154	psmc5	31033.ENSTRUP00000027154	31033.ENSTRUP00000013561	0	0	0	0	0.062	0	0.459	0	0.470
ENSTRUP00000027154	LOC101069117	31033.ENSTRUP00000027154	31033.ENSTRUP00000014908	0	0	0	0	0.059	0.240	0.167	0.138	0.417
ENSTRUP00000027154	erbb4	31033.ENSTRUP00000027154	31033.ENSTRUP00000021302	0	0	0	0.543	0	0.270	0.284	0.163	0.486
ENSTRUP00000027154	LOC101061845	31033.ENSTRUP00000027154	31033.ENSTRUP00000026460	0	0	0	0	0.060	0.178	0.043	0.316	0.426
ENSTRUP00000027154	LOC101073575	31033.ENSTRUP00000027154	31033.ENSTRUP00000043883	0	0	0	0.836	0.065	0.084	0.338	0.517	0.433
ENSTRUP00000027154	LOC101070957	31033.ENSTRUP00000027154	31033.ENSTRUP00000036504	0	0	0	0	0	0.268	0.238	0.097	0.452
ENSTRUP00000027154	LOC101065724	31033.ENSTRUP00000027154	31033.ENSTRUP00000034702	0	0	0	0	0	0.268	0.238	0.097	0.452
ENSTRUP00000027154	rac1	31033.ENSTRUP00000027154	31033.ENSTRUP00000042931	0	0	0	0	0.060	0.266	0.287	0.164	0.533
ENSTRUP00000027154	stat4	31033.ENSTRUP00000027154	31033.ENSTRUP00000028049	0	0	0	0	0.060	0.153	0.444	0.105	0.550
ENSTRUP00000027154	MAP3K14	31033.ENSTRUP00000027154	31033.ENSTRUP00000036335	0	0	0	0	0.059	0.340	0.342	0.189	0.624
ENSTRUP00000027154	MMP25	31033.ENSTRUP00000027154	31033.ENSTRUP00000027954	0	0	0	0	0.050	0	0	0.738	0.741
ENSTRUP00000027154	stub1	31033.ENSTRUP00000027154	31033.ENSTRUP00000037854	0	0	0	0	0	0.166	0	0.749	0.781
