#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
ARHGAP6 (1 of many)	rhot2	31033.ENSTRUP00000019597	31033.ENSTRUP00000039397	0	0	0	0	0.063	0.126	0.451	0.052	0.516
ARHGAP6 (1 of many)	rac1	31033.ENSTRUP00000019597	31033.ENSTRUP00000042931	0	0	0	0	0	0.182	0.469	0.106	0.577
ARHGAP6 (1 of many)	RAP2A	31033.ENSTRUP00000019597	31033.ENSTRUP00000044457	0	0	0	0	0.060	0.126	0.340	0.524	0.707
ARL4D	GCC2	31033.ENSTRUP00000012192	31033.ENSTRUP00000006069	0	0	0	0	0.052	0.118	0.101	0.325	0.424
ARL4D	exoc7	31033.ENSTRUP00000012192	31033.ENSTRUP00000007244	0	0	0	0	0	0.200	0.187	0.168	0.411
ARL4D	SPEG	31033.ENSTRUP00000012192	31033.ENSTRUP00000008607	0	0	0	0	0.061	0.268	0.445	0	0.585
ARL4D	LOC101074914	31033.ENSTRUP00000012192	31033.ENSTRUP00000014173	0	0	0	0	0.060	0.122	0.332	0.051	0.406
ARL4D	sec22a	31033.ENSTRUP00000012192	31033.ENSTRUP00000036409	0	0	0	0	0.092	0.150	0.226	0.149	0.423
ARL4D	chn1	31033.ENSTRUP00000012192	31033.ENSTRUP00000045021	0	0	0	0	0	0.153	0.357	0	0.432
ARL4D	bbs5	31033.ENSTRUP00000012192	31033.ENSTRUP00000045891	0	0	0	0	0.050	0.268	0.300	0.106	0.506
ARL4D	dnmbp	31033.ENSTRUP00000012192	31033.ENSTRUP00000033416	0	0	0	0	0	0.265	0.387	0.042	0.530
ARL4D	CYTH3	31033.ENSTRUP00000012192	31033.ENSTRUP00000042938	0	0	0	0	0	0.155	0.344	0.240	0.541
ARL4D	ENSTRUP00000020211	31033.ENSTRUP00000012192	31033.ENSTRUP00000020211	0	0	0	0	0.061	0.379	0.386	0	0.610
ARL6	exoc7	31033.ENSTRUP00000008720	31033.ENSTRUP00000007244	0	0	0	0	0	0.200	0.187	0.168	0.411
ARL6	SPEG	31033.ENSTRUP00000008720	31033.ENSTRUP00000008607	0	0	0	0	0.061	0.268	0.445	0	0.585
ARL6	LOC101074914	31033.ENSTRUP00000008720	31033.ENSTRUP00000014173	0	0	0	0	0.060	0.122	0.332	0.051	0.406
ARL6	LOC101072159	31033.ENSTRUP00000008720	31033.ENSTRUP00000043997	0	0	0	0	0	0.049	0.405	0	0.409
ARL6	sec22a	31033.ENSTRUP00000008720	31033.ENSTRUP00000036409	0	0	0	0	0.092	0.150	0.226	0.149	0.423
ARL6	chn1	31033.ENSTRUP00000008720	31033.ENSTRUP00000045021	0	0	0	0	0	0.153	0.357	0	0.432
ARL6	CYTH3	31033.ENSTRUP00000008720	31033.ENSTRUP00000042938	0	0	0	0	0	0.155	0.344	0.096	0.455
ARL6	dnmbp	31033.ENSTRUP00000008720	31033.ENSTRUP00000033416	0	0	0	0	0	0.265	0.387	0.042	0.530
ARL6	ENSTRUP00000020211	31033.ENSTRUP00000008720	31033.ENSTRUP00000020211	0	0	0	0	0.061	0.379	0.386	0	0.610
ARL6	bbs5	31033.ENSTRUP00000008720	31033.ENSTRUP00000045891	0	0	0	0	0.094	0.468	0.507	0.245	0.796
ASB9	SPEG	31033.ENSTRUP00000023813	31033.ENSTRUP00000008607	0	0	0	0	0.061	0.418	0.063	0.056	0.451
ASB9	LOC101068670	31033.ENSTRUP00000023813	31033.ENSTRUP00000013181	0	0	0	0	0	0.774	0.470	0.531	0.938
ASB9	asb1	31033.ENSTRUP00000023813	31033.ENSTRUP00000014875	0	0	0.469	0.733	0	0	0.218	0.741	0.445
ASB9	ube2f	31033.ENSTRUP00000023813	31033.ENSTRUP00000018650	0	0	0	0	0.061	0.133	0.546	0.219	0.672
ASB9	CHUK	31033.ENSTRUP00000023813	31033.ENSTRUP00000022821	0	0	0	0	0	0.267	0.243	0.052	0.428
ASB9	ube2i	31033.ENSTRUP00000023813	31033.ENSTRUP00000040080	0	0	0	0	0	0.266	0.239	0.055	0.426
ASB9	DCUN1D3	31033.ENSTRUP00000023813	31033.ENSTRUP00000041857	0	0	0	0	0	0.043	0.546	0	0.546
Aff3	LOC101069810	31033.ENSTRUP00000036892	31033.ENSTRUP00000034666	0	0	0	0	0	0	0	0.628	0.628
Aff3	eaf2	31033.ENSTRUP00000036892	31033.ENSTRUP00000035145	0	0	0	0	0.060	0.265	0.326	0.292	0.626
Aff3	LONRF2	31033.ENSTRUP00000036892	31033.ENSTRUP00000038505	0	0	0	0	0.052	0	0.151	0.326	0.410
Alpha-sarcoglycan-like	ENSTRUP00000019348	31033.ENSTRUP00000022753	31033.ENSTRUP00000019348	0	0	0	0	0.060	0	0	0.529	0.538
Alpha-sarcoglycan-like	NRAP	31033.ENSTRUP00000022753	31033.ENSTRUP00000032164	0	0	0	0	0.163	0	0	0.491	0.555
BRCA1	pou1f1	31033.ENSTRUP00000022853	31033.ENSTRUP00000008147	0	0	0	0	0	0.137	0.338	0	0.404
BRCA1	erbb2	31033.ENSTRUP00000022853	31033.ENSTRUP00000010279	0	0	0	0	0	0	0	0.528	0.528
BRCA1	LOC101069117	31033.ENSTRUP00000022853	31033.ENSTRUP00000014908	0	0	0	0	0	0.373	0	0.380	0.594
BRCA1	col4a1	31033.ENSTRUP00000022853	31033.ENSTRUP00000015804	0	0	0	0	0	0	0	0.660	0.660
BRCA1	col4a2	31033.ENSTRUP00000022853	31033.ENSTRUP00000020270	0	0	0	0	0	0	0	0.471	0.471
BRCA1	SUMO3	31033.ENSTRUP00000022853	31033.ENSTRUP00000022408	0	0	0	0	0.061	0.276	0.536	0.214	0.718
BRCA1	rbp3	31033.ENSTRUP00000022853	31033.ENSTRUP00000043867	0	0	0	0	0	0	0	0.412	0.412
BRCA1	zmiz1	31033.ENSTRUP00000022853	31033.ENSTRUP00000034881	0	0	0	0	0	0.152	0.351	0.043	0.427
BRCA1	ENSTRUP00000036594	31033.ENSTRUP00000022853	31033.ENSTRUP00000036594	0	0	0	0	0.059	0.113	0.145	0.328	0.456
BRCA1	LOC101066249	31033.ENSTRUP00000022853	31033.ENSTRUP00000039772	0	0	0	0	0.140	0	0	0.411	0.471
BRCA1	ankrd44	31033.ENSTRUP00000022853	31033.ENSTRUP00000039468	0	0	0	0	0	0.128	0.247	0.262	0.473
BRCA1	rif1	31033.ENSTRUP00000022853	31033.ENSTRUP00000040388	0	0	0	0	0.071	0.159	0.323	0.133	0.480
BRCA1	pms1	31033.ENSTRUP00000022853	31033.ENSTRUP00000032533	0	0	0	0	0.067	0.199	0	0.368	0.486
BRCA1	NFE2L1	31033.ENSTRUP00000022853	31033.ENSTRUP00000031035	0	0	0	0	0	0.055	0.428	0.159	0.505
BRCA1	ENSTRUP00000039985	31033.ENSTRUP00000022853	31033.ENSTRUP00000039985	0	0	0	0	0	0.270	0.247	0.177	0.508
BRCA1	smarcal1	31033.ENSTRUP00000022853	31033.ENSTRUP00000026994	0	0	0	0	0.118	0.086	0	0.465	0.531
BRCA1	nfe2l2	31033.ENSTRUP00000022853	31033.ENSTRUP00000044833	0	0	0	0	0	0.113	0.428	0.164	0.538
BRCA1	med1	31033.ENSTRUP00000022853	31033.ENSTRUP00000030515	0	0	0	0	0.060	0.079	0	0.522	0.550
BRCA1	trrap	31033.ENSTRUP00000022853	31033.ENSTRUP00000043149	0	0	0	0	0.050	0.154	0.245	0.362	0.561
BRCA1	tfdp1	31033.ENSTRUP00000022853	31033.ENSTRUP00000033270	0	0	0	0	0.062	0	0.541	0.074	0.566
BRCA1	OLA1	31033.ENSTRUP00000022853	31033.ENSTRUP00000045153	0	0	0	0	0	0.202	0	0.494	0.578
BRCA1	NMI	31033.ENSTRUP00000022853	31033.ENSTRUP00000038298	0	0	0	0	0	0.113	0	0.595	0.625
BRCA1	mki67	31033.ENSTRUP00000022853	31033.ENSTRUP00000042037	0	0	0	0	0.313	0.076	0	0.468	0.632
BRCA1	atf2	31033.ENSTRUP00000022853	31033.ENSTRUP00000044991	0	0	0	0	0	0.195	0.569	0.060	0.645
BRCA1	fancb	31033.ENSTRUP00000022853	31033.ENSTRUP00000023251	0	0	0	0	0.063	0.205	0	0.594	0.671
BRCA1	LOC101079646	31033.ENSTRUP00000022853	31033.ENSTRUP00000029085	0	0	0	0	0	0.087	0	0.656	0.672
BRCA1	CTBP2	31033.ENSTRUP00000022853	31033.ENSTRUP00000023726	0	0	0	0	0.057	0.155	0.528	0.257	0.683
BRCA1	LOC101062743	31033.ENSTRUP00000022853	31033.ENSTRUP00000034611	0	0	0	0	0	0.285	0	0.653	0.741
BRCA1	pou2f1	31033.ENSTRUP00000022853	31033.ENSTRUP00000032463	0	0	0	0	0	0.424	0.569	0.080	0.751
BRCA1	ercc4	31033.ENSTRUP00000022853	31033.ENSTRUP00000043440	0	0	0	0	0.060	0.159	0.541	0.399	0.752
BRCA1	pms2	31033.ENSTRUP00000022853	31033.ENSTRUP00000043002	0	0	0	0	0.067	0.386	0	0.632	0.770
BRCA1	top2a	31033.ENSTRUP00000022853	31033.ENSTRUP00000041924	0	0	0	0	0.659	0.154	0	0.464	0.831
BRCA1	ercc1	31033.ENSTRUP00000022853	31033.ENSTRUP00000033451	0	0	0	0	0.048	0.159	0.541	0.647	0.852
BRCA1	xrcc6	31033.ENSTRUP00000022853	31033.ENSTRUP00000043728	0	0	0	0	0.101	0.076	0.474	0.740	0.871
BRCA1	xrcc5	31033.ENSTRUP00000022853	31033.ENSTRUP00000028511	0	0	0	0	0.061	0.264	0.474	0.776	0.907
BRCA1	ube2i	31033.ENSTRUP00000022853	31033.ENSTRUP00000040080	0	0	0	0	0.059	0.382	0.723	0.654	0.936
BRCA1	bard1	31033.ENSTRUP00000022853	31033.ENSTRUP00000037470	0	0	0	0	0.107	0.993	0.937	0.917	0.999
C16orf62	ccdc93	31033.ENSTRUP00000043782	31033.ENSTRUP00000036120	0	0	0	0	0.060	0.376	0	0.741	0.834
C3orf38	ZNF654	31033.ENSTRUP00000009075	31033.ENSTRUP00000007131	0	0	0	0	0.060	0	0	0.705	0.710
C3orf38	LOC101062534	31033.ENSTRUP00000009075	31033.ENSTRUP00000024665	0	0	0	0	0	0	0	0.554	0.554
C3orf38	NUBP2	31033.ENSTRUP00000009075	31033.ENSTRUP00000037172	0	0	0	0	0	0	0	0.729	0.729
CACNA1G	KCNJ3	31033.ENSTRUP00000044026	31033.ENSTRUP00000018657	0	0	0	0	0.062	0.071	0	0.415	0.445
CACNA1G	KCNMA1 (1 of many)	31033.ENSTRUP00000044026	31033.ENSTRUP00000035939	0	0	0	0	0.118	0.078	0	0.325	0.403
CACNA1G	cacnb4.2	31033.ENSTRUP00000044026	31033.ENSTRUP00000037153	0	0	0	0	0.062	0.255	0.177	0.301	0.544
CAPN15	LOC101062452	31033.ENSTRUP00000036527	31033.ENSTRUP00000011498	0	0	0	0	0	0.058	0.507	0	0.515
CARKD	LOC105416569	31033.ENSTRUP00000024905	31033.ENSTRUP00000043510	0	0	0	0	0.402	0	0	0	0.402
CARKD	mrm1	31033.ENSTRUP00000024905	31033.ENSTRUP00000029641	0.151	0	0	0	0.063	0.265	0	0.132	0.424
CARKD	LOC101078742	31033.ENSTRUP00000024905	31033.ENSTRUP00000039049	0	0	0	0	0	0	0	0.529	0.529
CCDC138	CCDC186	31033.ENSTRUP00000010230	31033.ENSTRUP00000031151	0	0	0	0	0	0	0	0.657	0.657
CCDC138	wdr90	31033.ENSTRUP00000010230	31033.ENSTRUP00000039113	0	0	0	0	0	0	0	0.770	0.770
CCDC186	RGPD5	31033.ENSTRUP00000031151	31033.ENSTRUP00000001896	0	0	0	0	0.063	0	0.329	0.266	0.498
CCDC186	GCC2	31033.ENSTRUP00000031151	31033.ENSTRUP00000006069	0	0	0	0	0.063	0	0.329	0.266	0.498
CCDC186	cog3	31033.ENSTRUP00000031151	31033.ENSTRUP00000018256	0	0	0	0	0.106	0	0.362	0.270	0.547
CCDC186	tectb	31033.ENSTRUP00000031151	31033.ENSTRUP00000021095	0	0	0	0	0	0	0	0.754	0.754
CCDC186	LOC101062381	31033.ENSTRUP00000031151	31033.ENSTRUP00000024884	0	0	0	0	0.059	0.105	0.290	0.147	0.421
CCDC186	ENSTRUP00000031717	31033.ENSTRUP00000031151	31033.ENSTRUP00000031717	0	0	0	0	0	0	0	0.774	0.774
CCDC186	nhlrc2	31033.ENSTRUP00000031151	31033.ENSTRUP00000031436	0	0	0	0	0.063	0	0	0.772	0.777
CCDC186	dclre1a	31033.ENSTRUP00000031151	31033.ENSTRUP00000031659	0	0	0	0	0.062	0	0	0.774	0.778
CCDC186	zdhhc6	31033.ENSTRUP00000031151	31033.ENSTRUP00000032656	0	0	0	0	0.061	0	0	0.774	0.778
CCDC186	LOC105416790	31033.ENSTRUP00000031151	31033.ENSTRUP00000032810	0	0	0	0	0	0	0.147	0.772	0.797
CCKBR	ENSTRUP00000028975	31033.ENSTRUP00000011210	31033.ENSTRUP00000028975	0	0	0	0	0	0	0.065	0.397	0.412
CD302	nyx	31033.ENSTRUP00000013985	31033.ENSTRUP00000035759	0	0	0	0	0	0.045	0.136	0.345	0.412
CD302	chad	31033.ENSTRUP00000013985	31033.ENSTRUP00000027799	0	0	0	0	0	0.052	0.136	0.360	0.430
CHUK	ngfr	31033.ENSTRUP00000022821	31033.ENSTRUP00000003045	0	0	0	0	0	0.124	0.550	0.132	0.627
CHUK	ifih1	31033.ENSTRUP00000022821	31033.ENSTRUP00000003254	0	0	0	0	0.061	0.092	0.284	0.628	0.742
CHUK	LOC101077697	31033.ENSTRUP00000022821	31033.ENSTRUP00000003439	0	0	0	0	0.061	0.154	0.422	0	0.500
CHUK	tank	31033.ENSTRUP00000022821	31033.ENSTRUP00000013051	0	0	0	0	0.089	0.397	0.338	0.527	0.804
CHUK	ENSTRUP00000013397	31033.ENSTRUP00000022821	31033.ENSTRUP00000013397	0	0	0	0	0	0.205	0.350	0.214	0.558
CHUK	tanc1	31033.ENSTRUP00000022821	31033.ENSTRUP00000014651	0	0	0	0	0	0.267	0.243	0.496	0.695
CHUK	asb1	31033.ENSTRUP00000022821	31033.ENSTRUP00000014875	0	0	0	0	0	0.267	0.243	0.052	0.428
CHUK	TANC2	31033.ENSTRUP00000022821	31033.ENSTRUP00000016854	0	0	0	0	0	0.267	0.243	0.170	0.499
CHUK	cytip	31033.ENSTRUP00000022821	31033.ENSTRUP00000017968	0	0	0	0	0	0.122	0.097	0.325	0.418
CHUK	ube2f	31033.ENSTRUP00000022821	31033.ENSTRUP00000018650	0	0	0	0	0	0.043	0.437	0.059	0.448
CHUK	LOC101063108	31033.ENSTRUP00000022821	31033.ENSTRUP00000018909	0	0	0	0	0	0.267	0.243	0.052	0.428
CHUK	CREB1	31033.ENSTRUP00000022821	31033.ENSTRUP00000019874	0	0	0	0	0.061	0.051	0.168	0.294	0.406
CHUK	LOC101064158	31033.ENSTRUP00000022821	31033.ENSTRUP00000035611	0.043	0	0	0	0	0.197	0.301	0	0.415
CHUK	LOC101077156	31033.ENSTRUP00000022821	31033.ENSTRUP00000044000	0	0	0	0	0	0.267	0.243	0.052	0.428
CHUK	LOC101071101	31033.ENSTRUP00000022821	31033.ENSTRUP00000028196	0	0	0	0	0	0.267	0.243	0.052	0.428
CHUK	ankrd10	31033.ENSTRUP00000022821	31033.ENSTRUP00000025231	0	0	0	0	0	0.267	0.243	0.052	0.428
CHUK	ankrd44	31033.ENSTRUP00000022821	31033.ENSTRUP00000039468	0	0	0	0	0	0.267	0.243	0.052	0.428
CHUK	ENSTRUP00000039985	31033.ENSTRUP00000022821	31033.ENSTRUP00000039985	0	0	0	0	0	0.267	0.243	0.067	0.437
CHUK	bard1	31033.ENSTRUP00000022821	31033.ENSTRUP00000037470	0	0	0	0	0	0.273	0.243	0.152	0.492
CHUK	myo3b	31033.ENSTRUP00000022821	31033.ENSTRUP00000045671	0	0	0	0.554	0	0.151	0.422	0.057	0.492
CHUK	LOC101062741	31033.ENSTRUP00000022821	31033.ENSTRUP00000042866	0	0	0	0	0	0.275	0.291	0.105	0.499
CHUK	ENSTRUP00000030091	31033.ENSTRUP00000022821	31033.ENSTRUP00000030091	0	0	0	0	0	0.336	0	0.292	0.509
CHUK	ube2i	31033.ENSTRUP00000022821	31033.ENSTRUP00000040080	0	0	0	0	0	0.113	0.445	0.120	0.528
CHUK	ENSTRUP00000033103	31033.ENSTRUP00000022821	31033.ENSTRUP00000033103	0	0	0	0	0	0.380	0	0.293	0.542
CHUK	LOC101079646	31033.ENSTRUP00000022821	31033.ENSTRUP00000029085	0	0	0	0	0	0.148	0.286	0.326	0.554
CHUK	ENSTRUP00000038628	31033.ENSTRUP00000022821	31033.ENSTRUP00000038628	0	0	0	0.555	0	0.079	0.603	0.195	0.645
CHUK	IL1R1	31033.ENSTRUP00000022821	31033.ENSTRUP00000039297	0	0	0	0	0	0.082	0.603	0.316	0.728
CHUK	il1r2	31033.ENSTRUP00000022821	31033.ENSTRUP00000039107	0	0	0	0	0	0.082	0.603	0.316	0.728
CHUK	ENSTRUP00000032169	31033.ENSTRUP00000022821	31033.ENSTRUP00000032169	0	0	0	0	0.049	0.140	0.236	0.660	0.759
CHUK	ENSTRUP00000030443	31033.ENSTRUP00000022821	31033.ENSTRUP00000030443	0	0	0	0	0.052	0.383	0.439	0.688	0.884
CHUK	pdpk1	31033.ENSTRUP00000022821	31033.ENSTRUP00000039872	0	0	0	0.580	0.059	0.178	0.942	0.075	0.952
CHUK	MAP3K14	31033.ENSTRUP00000022821	31033.ENSTRUP00000036335	0	0	0	0	0.063	0.681	0.917	0.430	0.984
CIR1	spop	31033.ENSTRUP00000045109	31033.ENSTRUP00000003488	0	0	0	0	0	0	0	0.408	0.408
CIR1	cwc22	31033.ENSTRUP00000045109	31033.ENSTRUP00000036851	0	0	0	0	0.113	0.639	0	0	0.666
CLRN3	nr1i2	31033.ENSTRUP00000016418	31033.ENSTRUP00000007608	0	0	0	0	0.063	0	0	0.419	0.432
CLRN3	LOC101076860	31033.ENSTRUP00000016418	31033.ENSTRUP00000013701	0	0	0	0	0	0	0	0.661	0.661
CLRN3	mki67	31033.ENSTRUP00000016418	31033.ENSTRUP00000042037	0	0	0	0	0	0	0	0.518	0.518
CLRN3	DOCK1	31033.ENSTRUP00000016418	31033.ENSTRUP00000016682	0	0	0	0	0	0	0	0.522	0.522
CLRN3	foxi2	31033.ENSTRUP00000016418	31033.ENSTRUP00000016466	0	0	0	0	0	0	0	0.532	0.532
CMA1	ace	31033.ENSTRUP00000003184	31033.ENSTRUP00000042104	0	0	0	0	0.050	0.044	0	0.474	0.480
CMA1	CREB1	31033.ENSTRUP00000003184	31033.ENSTRUP00000019874	0	0	0	0	0	0	0.478	0.051	0.483
CMA1	LOC101078065	31033.ENSTRUP00000003184	31033.ENSTRUP00000017200	0	0	0	0	0.050	0.155	0.177	0.325	0.494
CMA1	rnf17	31033.ENSTRUP00000003184	31033.ENSTRUP00000039641	0	0	0	0	0	0.045	0	0.539	0.540
CMA1	f5	31033.ENSTRUP00000003184	31033.ENSTRUP00000036858	0	0	0	0	0	0.344	0.241	0.169	0.550
CMA1	casp7	31033.ENSTRUP00000003184	31033.ENSTRUP00000031759	0	0	0	0	0	0.230	0.701	0.241	0.809
CNTD1	LOC105417877	31033.ENSTRUP00000016622	31033.ENSTRUP00000007349	0	0	0	0	0.061	0	0	0.465	0.476
CNTD1	vps25	31033.ENSTRUP00000016622	31033.ENSTRUP00000015740	0	0.561	0	0	0	0	0	0	0.561
CNTD1	ercc4	31033.ENSTRUP00000016622	31033.ENSTRUP00000043440	0	0	0	0	0.062	0	0	0.400	0.413
COMTD1 (1 of many)	mct12b	31033.ENSTRUP00000035143	31033.ENSTRUP00000011737	0	0	0	0	0	0	0	0.651	0.651
COMTD1 (1 of many)	PNMT	31033.ENSTRUP00000035143	31033.ENSTRUP00000031028	0	0	0	0	0	0	0.390	0.272	0.536
COMTD1 (1 of many)	VDAC2 (1 of many)	31033.ENSTRUP00000035143	31033.ENSTRUP00000034955	0	0	0	0	0	0	0	0.529	0.529
COPS3	LOC101069186	31033.ENSTRUP00000043981	31033.ENSTRUP00000004673	0	0	0	0	0.177	0.479	0.382	0.295	0.788
COPS3	LOC101068670	31033.ENSTRUP00000043981	31033.ENSTRUP00000013181	0	0	0	0	0.060	0.680	0	0	0.686
COPS3	ENSTRUP00000014169	31033.ENSTRUP00000043981	31033.ENSTRUP00000014169	0	0	0	0	0.063	0	0.438	0	0.450
COPS3	ENSTRUP00000030242	31033.ENSTRUP00000043981	31033.ENSTRUP00000030242	0	0	0	0	0.061	0.149	0.548	0	0.607
COPS3	polr3a	31033.ENSTRUP00000043981	31033.ENSTRUP00000034398	0	0	0	0	0.060	0.263	0.356	0.214	0.602
COPS3	wdr90	31033.ENSTRUP00000043981	31033.ENSTRUP00000039113	0	0	0	0	0.063	0.198	0.570	0.086	0.665
COPS3	DCUN1D3	31033.ENSTRUP00000043981	31033.ENSTRUP00000041857	0	0	0	0	0.062	0.074	0.462	0.083	0.514
